order_id,product_id,store_id,product_name,city,date_of_sale,quantity,sales_amount
98,281,1,Ball,Morganview,2001-02-10,9,58.42
15,833,1,Mouse,Mercedeshaven,2015-07-19,7,72.39
44,651,5,Chips,Dominguezshire,2024-12-14,0,42.18
88,568,4,Keyboard,Lake Savannahside,2016-05-06,7,23.45
72,177,7,Salad,East Michelleside,2019-10-26,5,35.65
22,986,3,Soap,Benjaminmouth,2011-05-16,7,74.78
25,568,3,Ball,North Danielview,2016-11-22,10,20.32
16,135,3,Keyboard,Theodorefort,2000-01-21,10,46.19
3,714,3,Computer,Paulville,2001-05-25,10,66.91
46,379,2,Bike,Rebeccafort,2020-08-15,3,62.9
38,344,5,Shirt,Jamestown,2005-03-28,9,61.19
23,830,8,Hat,Phillipsview,2026-02-07,5,29.15
85,529,7,Ball,West Sara,2014-03-15,1,29.75
7,435,5,Computer,Fernandoport,2007-05-05,5,48.45
23,203,7,Cheese,Collinstown,2002-03-03,4,55.65
98,464,2,Shoes,Padillaview,2013-11-07,2,45.74
99,281,9,Chips,Alexanderview,2018-03-24,3,72.5
29,227,2,Ball,Harrishaven,2026-09-19,8,52.64
93,218,4,Fish,Port Thomaston,2006-02-07,4,19.74
65,372,5,Tuna,Hughesberg,2005-07-01,10,36.22
58,325,3,Table,Lake Luke,2002-08-07,8,56.69
76,716,10,Cheese,New Yolandachester,2013-05-31,9,34.12
73,737,8,Chair,West Brian,2022-07-24,0,57.38
15,571,3,Mouse,Meganburgh,2003-07-01,6,65.5
86,372,5,Gloves,North Jennifermouth,2002-11-06,3,64.18
5,582,3,Bike,North Andrew,2016-12-09,4,36.38
75,280,8,Pants,Port Dylantown,2024-01-03,2,54.93
20,394,8,Towels,Ortizmouth,2015-09-25,8,57.84
3,421,1,Mouse,Port Natalie,2004-06-12,8,13.57
71,177,2,Tuna,Carolbury,2012-06-04,10,46.98
11,865,2,Shoes,Port Jodi,2021-11-17,4,66.3
26,490,6,Computer,Andersonfort,2004-09-16,6,29.24
62,525,1,Table,Kelleymouth,2022-12-27,3,65.69
98,329,5,Bacon,Port Suzanne,2002-11-22,4,22.96
65,983,5,Computer,Port Cynthiatown,2025-12-21,3,40.12
85,725,8,Table,Geraldhaven,2013-04-25,7,17.59
32,997,5,Pizza,Christopherview,2007-07-23,10,48.5
66,853,4,Hat,North Rebecca,2014-04-11,4,17.58
53,223,2,Pizza,South Brandy,2018-03-05,5,30.84
85,149,6,Mouse,East Krista,2023-09-06,2,36.42
75,712,10,Shoes,Jeffreychester,2012-08-28,7,31.76
48,308,2,Salad,Danielhaven,2010-01-11,9,48.23
99,851,1,Chicken,Banksburgh,2016-04-04,9,44.7
45,274,9,Mouse,East Lisa,2005-10-11,2,64.71
6,313,4,Fish,Waltersville,2019-04-28,6,57.96
53,891,9,Salad,Hillshire,2004-03-28,3,43.36
7,961,6,Hat,Lake Morgan,2017-04-14,10,38.88
71,239,1,Cheese,Port Amytown,2018-02-27,5,73.92
46,571,1,Gloves,East Bryce,2020-12-06,10,14.54
89,250,6,Pants,New Kathy,2009-09-07,3,53.8
6,614,5,Sausages,West Edward,2009-04-02,7,67.44
53,280,10,Ball,Steeleburgh,2020-05-31,7,40.0
59,868,3,Hat,West Michellechester,2017-08-07,5,31.96
43,523,3,Tuna,Emilyfurt,2010-06-28,0,17.15
94,587,8,Gloves,North Donaldland,2001-11-04,5,71.55
48,368,10,Bacon,Lunahaven,2000-09-14,6,44.75
55,746,8,Bike,Gallegosmouth,2023-08-13,4,62.94
96,682,4,Hat,Johnsonburgh,2002-12-17,2,73.87
70,728,10,Chips,New Charleshaven,2019-06-14,8,62.76
76,550,6,Hat,Weaverbury,2004-05-15,8,71.35
45,744,10,Fish,Santosville,2016-07-09,10,31.55
82,458,9,Towels,East Lisa,2008-10-05,10,43.4
75,723,5,Chair,West Peterberg,2002-08-06,6,30.45
32,864,9,Bike,South Christinehaven,2004-01-05,2,14.67
97,307,10,Keyboard,West Jacobborough,2007-09-22,8,37.32
75,947,8,Pizza,North Juantown,2000-12-01,1,57.11
60,880,9,Pizza,West Samanthashire,2004-05-17,7,66.36
35,514,2,Mouse,Moranport,2021-04-12,9,43.26
93,222,1,Shirt,Montgomeryport,2012-04-19,8,23.96
74,267,9,Chicken,Port Michelle,2020-05-12,10,65.72
31,401,10,Shirt,Mcmillanfort,2003-12-01,9,72.54
54,84,3,Car,Cynthiaside,2004-08-13,10,49.64
9,124,10,Table,Butlertown,2006-09-04,9,30.93
25,365,1,Chicken,East Christina,2008-05-13,1,27.1
85,987,10,Sausages,Angelabury,2023-01-30,10,49.18
16,899,9,Pizza,Lawrenceport,2024-02-01,4,66.35
27,741,3,Shirt,Davidmouth,2014-02-06,9,28.31
82,494,1,Sausages,Barbaramouth,2006-12-23,10,70.9
32,711,5,Fish,New Michelle,2015-02-03,3,67.77
82,87,6,Sausages,Kimberlyland,2003-09-18,10,15.7
25,856,7,Shoes,Jenniferfort,2012-08-31,9,18.63072026657911
99,398,4,Chips,South Jessicamouth,2019-10-30,10,19.91
57,540,5,Gloves,Penaview,2025-09-16,2,47.61
10,507,5,Mouse,Davidchester,2017-11-25,6,30.23
91,623,5,Soap,Danielbury,2003-10-28,0,70.89
70,472,6,Hat,Lake Ashleyfort,2006-10-09,5,47.57
71,667,5,Chicken,Alexanderfort,2010-09-11,6,71.7
72,754,8,Fish,Tonyland,2012-03-06,10,46.97
8,817,10,Ball,Port Alexandermouth,2006-04-19,0,30.2
44,80,6,Keyboard,Lake Peter,2024-12-21,8,34.78
62,818,2,Towels,Lauratown,2002-02-14,4,74.14
3,220,4,Pizza,Joshuaton,2015-02-08,1,53.6
98,918,4,Pizza,Williamschester,2012-04-11,2,38.81
47,646,5,Salad,West Austin,2006-12-02,4,32.11
89,553,10,Computer,Hartmanside,2008-08-30,9,12.46
4,125,1,Sausages,Port Courtney,2023-08-20,6,36.91
63,419,2,Computer,Meganfurt,2008-05-18,10,30.49
75,486,3,Shirt,North Dawnstad,2025-04-05,4,69.69
96,228,5,Ball,New Ethanmouth,2026-05-21,0,66.3
40,296,2,Salad,North Sethfort,2016-07-26,9,27.26
72,514,3,Bike,Lake Daniel,2007-10-19,0,25.99
85,173,3,Car,New Charlesbury,2019-04-21,9,65.6
3,928,10,Ball,Kevintown,2011-10-11,9,53.89
78,225,1,Computer,Kimhaven,2016-06-05,8,25.4
80,911,5,Ball,Port Amy,2014-11-27,9,61.61
62,510,7,Soap,Elizabethville,2006-08-01,2,29.45
42,616,7,Pants,East Matthew,2016-09-17,9,41.68
19,428,10,Chicken,North Kathleenburgh,2002-06-13,0,38.35
59,698,4,Sausages,Arnoldshire,2001-01-11,1,54.92
91,384,5,Chips,South Daniellefurt,2009-06-12,5,20.35
17,659,3,Salad,Martinezmouth,2021-02-23,5,18.6
84,925,6,Chair,Burnsport,2002-08-24,3,62.67
23,259,5,Shoes,Bradleymouth,2008-06-09,9,12.2
96,918,4,Pants,Davilafort,2012-03-11,1,65.81
58,704,1,Table,Johnsontown,2014-10-04,8,44.41
38,158,6,Sausages,West Patricktown,2012-06-14,6,44.37
58,157,4,Chair,West Sarahfurt,2002-05-25,9,23.7
3,356,4,Chicken,Steeleville,2004-12-03,10,52.1
24,316,8,Fish,Chanshire,2005-02-02,7,10.95
13,87,6,Ball,Thomasfort,2003-08-04,10,28.34
68,388,7,Keyboard,East Anna,2015-07-07,5,40.74
11,752,10,Shoes,North Wyattmouth,2005-01-20,7,27.2
11,526,3,Cheese,Wendyton,2019-11-29,9,15.65
95,495,9,Hat,East John,2008-03-12,0,55.33
94,411,9,Pants,Jenkinsview,2021-10-20,3,34.91
46,60,10,Chicken,Frankside,2002-12-12,4,46.12
91,128,5,Fish,Lake Robinberg,2001-12-03,0,26.47
51,109,2,Gloves,North Kristina,2000-05-12,8,60.22
37,572,1,Bacon,Port Dale,2023-08-22,8,49.51
51,52,5,Mouse,East Joseph,2005-12-13,10,61.93
64,748,1,Sausages,Jacksonport,2005-09-12,6,71.61
78,94,2,Shoes,New Tamaraside,2016-12-02,0,63.13
47,731,10,Soap,South Jenniferfurt,2007-02-01,4,30.61
57,260,5,Computer,Gregoryfort,2007-02-26,0,34.47
86,187,5,Salad,Port Nicoleburgh,2015-07-29,9,64.59
56,320,3,Car,New Stephen,2012-11-24,1,43.79
4,353,2,Fish,West Frank,2015-11-17,6,42.87
63,344,1,Salad,Port Roberthaven,2009-01-02,3,13.5
85,980,6,Ball,West Joshua,2004-02-15,5,31.53
23,585,10,Pants,West Elizabethshire,2021-08-29,0,11.74
26,459,10,Salad,Port William,2025-08-30,5,31.78
52,575,2,Pizza,Amandachester,2024-10-16,2,46.48
77,476,7,Ball,West Rachel,2021-11-12,1,20.15
91,709,5,Chicken,North Kyle,2022-09-15,6,44.16
49,214,8,Shirt,Murphyhaven,2016-10-27,7,26.17
28,404,5,Soap,Jeffreymouth,2022-11-01,3,46.3
3,731,7,Shoes,South Eric,2015-03-14,3,60.41
63,572,3,Keyboard,Briannabury,2006-12-13,2,21.37
10,510,9,Mouse,West Donaldshire,2012-08-19,8,15.38
73,610,6,Shirt,Charlesport,2023-12-04,6,63.1
16,660,8,Mouse,Port Tracychester,2015-11-07,10,41.28
14,266,4,Chips,West Jay,2022-11-05,5,47.98
99,636,6,Shirt,Evansville,2000-01-21,1,52.68
38,409,7,Chips,New Maurice,2008-07-07,10,73.96
36,157,3,Pants,Melissafort,2016-05-10,3,69.45
79,913,1,Pants,Lake Anthonyborough,2001-11-25,10,33.72
13,703,4,Bacon,New Wendy,2022-11-11,10,60.58
87,621,7,Salad,Munozstad,2011-08-12,2,58.94
26,512,8,Bike,Jennifermouth,2003-04-09,1,31.92
57,209,8,Shirt,Lake Benjamin,2011-11-11,5,54.15
67,904,4,Chicken,Lake Adammouth,2015-03-13,8,30.43
1,186,7,Soap,Adamsstad,2000-12-09,4,17.24
59,175,1,Gloves,West Sherry,2003-04-30,7,42.46
9,155,5,Shoes,Nicolemouth,2003-04-15,7,41.88
4,229,10,Mouse,South Samantha,2020-03-22,6,70.92
68,86,2,Shoes,Lake Joshua,2023-06-09,7,46.25
54,888,6,Tuna,Joseville,2024-01-25,5,72.98
77,367,5,Gloves,East Matthewburgh,2012-05-30,7,25.38
13,461,5,Keyboard,Lake Scottland,2009-02-18,7,64.8
20,927,7,Chair,Port Todd,2000-12-06,10,38.74
46,117,1,Soap,South Benjaminstad,2026-05-11,6,68.13
73,444,3,Keyboard,Boydport,2008-01-17,5,43.31
73,825,6,Soap,East Darylburgh,2023-04-22,1,40.36
69,505,7,Shirt,North Joshuaberg,2012-01-31,10,44.65
76,813,10,Table,Lake Daniel,2005-06-16,4,11.94
78,185,9,Shirt,Maldonadoside,2009-08-15,7,46.44
7,236,7,Shirt,New Belindaville,2015-11-17,0,69.67
45,643,9,Keyboard,West Joseph,2023-11-13,2,25.47
0,863,1,Shoes,West Edward,2004-06-28,0,73.18
91,533,4,Keyboard,Leeview,2013-02-13,9,17.55
31,545,3,Pizza,North Ashleybury,2010-08-07,6,61.35
54,673,6,Keyboard,Navarromouth,2016-11-18,3,53.3
97,443,1,Sausages,Port Teresa,2021-12-12,9,61.86
93,861,8,Mouse,South Kelly,2023-01-18,9,64.13
9,617,9,Pants,Melissahaven,2010-04-27,1,35.99
62,394,9,Pants,North Kayla,2022-04-02,4,14.26
93,333,8,Ball,New Monica,2005-07-16,5,28.5
33,253,9,Tuna,Lake Lisa,2017-12-29,8,31.99
83,891,8,Pants,East Daniel,2010-01-14,3,20.37
95,472,2,Sausages,Lake Suzanne,2012-06-05,10,33.65
19,57,5,Fish,Amyburgh,2022-12-08,9,55.0
87,245,7,Pizza,North Daniel,2019-05-02,2,48.99
93,479,1,Keyboard,East Jeremiahchester,2022-04-22,8,56.51
66,408,10,Cheese,Miguelshire,2002-08-25,5,30.35
31,806,3,Pants,Taylorberg,2003-06-29,7,42.5
39,415,9,Towels,Robertsonport,2003-07-11,3,51.55
85,282,8,Bacon,East Lawrence,2017-09-22,1,68.55
78,505,6,Keyboard,South Petershire,2008-08-19,3,55.35
30,351,2,Soap,Dawsonburgh,2026-08-19,8,72.12
31,54,6,Mouse,Port Jessicaland,2022-04-28,6,56.71
77,262,4,Chair,South Tina,2012-08-09,7,55.46
40,131,1,Towels,Lake Annefurt,2025-10-25,7,30.93
27,673,10,Shoes,Kellyport,2020-02-14,6,13.19
40,874,10,Car,Wilsonton,2010-02-07,8,35.38
19,628,9,Pants,Garrettview,2008-05-07,4,67.14
62,544,7,Salad,Lake Moniqueville,2005-12-05,6,33.97
96,685,5,Bacon,Jaclynshire,2005-01-26,6,37.66
11,722,10,Chips,South Karen,2014-10-07,9,57.2
81,319,2,Car,South Kelly,2025-11-03,2,35.13
54,893,6,Shirt,North Yolanda,2014-10-31,3,67.7
7,781,6,Table,Parsonsbury,2022-08-17,0,20.62
38,811,2,Bike,Chambersport,2025-03-26,0,20.63
82,324,5,Table,West Sean,2010-10-01,9,56.13
83,435,10,Pizza,Erinland,2006-09-14,6,73.14
62,52,10,Chips,New Sarah,2021-01-04,8,44.76
43,811,6,Bike,New Sherrybury,2003-06-23,5,14.36
61,167,6,Bike,Scottside,2012-03-02,9,28.28
83,913,8,Salad,West Cherylland,2025-09-23,9,22.46
92,694,4,Table,New Lucas,2025-10-21,7,19.73
16,532,8,Table,Kathystad,2023-02-22,3,27.87
79,979,3,Chair,Steveville,2021-08-06,3,53.99
53,848,4,Shoes,North Sharonborough,2018-11-17,1,33.65
91,495,8,Tuna,Mcdonaldton,2007-02-20,7,46.41
65,311,1,Chicken,Lake Michaelatown,2005-01-24,5,31.37
9,862,2,Chips,North Michelle,2008-05-29,2,74.26
78,983,4,Bike,Jonesstad,2017-09-04,1,10.97
29,778,5,Fish,Matthewstown,2021-06-02,6,74.7
12,955,3,Pants,Stevenborough,2025-02-14,4,51.14
61,501,8,Pants,Martinezland,2026-06-04,6,17.15
44,922,3,Car,Gambleborough,2008-03-16,1,62.57
16,912,2,Chips,Lopezton,2015-10-07,0,44.79
13,436,10,Ball,South Jasonmouth,2012-06-03,1,44.65
34,147,5,Cheese,Port Sonya,2016-08-10,4,73.73
47,808,4,Chair,South Shawnmouth,2001-07-14,0,29.22
100,945,4,Chair,Moralesborough,2012-05-16,6,61.9
56,878,3,Shirt,East Debbieberg,2009-05-17,9,56.13
20,953,6,Hat,Bartonmouth,2005-06-26,9,12.4
56,348,6,Chicken,South Steven,2023-06-27,2,40.31
89,668,10,Car,Port Michaelland,2021-09-21,4,57.0
71,727,5,Car,Port Williambury,2012-08-29,0,58.65
30,738,9,Chicken,Dustinland,2025-01-24,10,43.17
60,745,6,Sausages,Ballview,2003-03-24,8,57.37
3,542,8,Table,Davidport,2024-12-09,2,21.24
77,921,6,Soap,West Jeremytown,2016-02-04,1,37.46
67,621,4,Shirt,Denisefort,2016-03-30,10,58.0
82,272,5,Cheese,Gonzalezburgh,2022-12-26,1,34.39
81,106,9,Towels,Robinsonside,2017-05-29,7,55.85
18,909,4,Car,Brandonfort,2008-12-16,4,66.29
66,560,7,Tuna,Lake Alexandramouth,2011-06-24,2,73.52
61,504,2,Fish,West Gerald,2021-12-08,3,45.84
32,493,4,Shoes,Grayville,2020-06-10,5,11.64
45,259,1,Chicken,Harrisonfort,2008-08-11,6,10.77
52,993,9,Mouse,Johnview,2008-10-15,2,33.47
30,72,8,Computer,Washingtonton,2008-07-11,1,48.81
61,174,3,Mouse,Henrystad,2024-06-13,5,12.52
30,747,7,Chair,South Sara,2006-12-07,7,27.52
62,156,5,Cheese,Valenciaberg,2019-03-16,1,71.24
40,733,5,Keyboard,New Victor,2005-06-08,2,16.61
93,391,3,Chicken,South Kayla,2020-03-07,1,39.84
51,301,6,Car,Port Dan,2017-04-23,8,18.59
60,825,1,Chicken,Ellismouth,2002-11-24,8,37.46
48,91,9,Cheese,Dustinbury,2020-08-07,9,30.27
49,855,10,Soap,Audreyton,2007-10-01,8,39.65
36,928,4,Chips,North Andreaside,2010-06-06,10,68.12
94,398,9,Pizza,Tanyafort,2001-10-02,6,67.62
33,843,5,Towels,Tonyaberg,2001-07-25,3,24.13
21,499,1,Mouse,West Carlaton,2010-08-22,3,46.4
36,65,7,Computer,Ruizburgh,2025-05-03,9,61.87
1,790,2,Bacon,West Todd,2011-12-30,3,26.65
69,64,4,Cheese,New Daniel,2002-11-29,3,54.25
44,346,7,Pizza,Myersport,2026-12-22,2,58.55
64,124,3,Bacon,Bowmanview,2015-07-09,0,68.8
81,669,8,Chair,Johnville,2022-01-25,10,49.71
81,808,8,Chips,Millermouth,2001-07-19,3,26.63
45,598,6,Salad,Romanchester,2017-11-16,8,73.32
91,289,1,Bike,Perezbury,2006-01-13,0,71.55
55,437,10,Fish,West Eileen,2002-09-27,10,64.56
91,922,3,Car,Nobleside,2009-03-18,3,42.4
33,583,2,Cheese,Carrollmouth,2024-07-21,10,37.13
99,107,1,Salad,Davisborough,2011-07-21,9,17.24
45,237,2,Table,Crawfordmouth,2026-02-15,9,72.61
39,587,5,Gloves,Sarahhaven,2005-05-15,10,68.62
70,93,1,Gloves,Port Beth,2002-06-28,5,43.6
30,428,5,Computer,North Jonathan,2002-01-03,3,64.77
69,741,7,Chair,North Dominic,2019-04-01,10,58.17
89,672,1,Mouse,Aliciabury,2004-11-02,8,30.42
19,664,7,Cheese,Port Robertchester,2009-08-30,3,14.97
99,800,8,Mouse,New Antonio,2015-02-06,9,48.63
43,59,9,Fish,Samanthaborough,2026-07-28,9,32.61
4,184,7,Ball,Lake Margaretview,2018-11-11,6,38.4
25,662,2,Hat,Pattonville,2024-09-12,2,24.3
84,124,3,Towels,Paulaborough,2000-10-09,2,40.98
31,233,10,Tuna,Lake Daniel,2017-01-13,8,58.74
99,183,10,Gloves,Port Frankchester,2013-12-18,2,35.86
47,574,10,Keyboard,Martinezstad,2015-07-20,2,20.35
59,853,3,Chicken,North Kennethshire,2005-09-01,4,46.41
24,342,2,Gloves,Beckerport,2016-10-09,1,53.64
67,917,6,Soap,New Ashleymouth,2015-12-10,3,65.34
100,63,5,Tuna,Barberton,2016-12-02,2,68.66
45,477,1,Gloves,New Kevin,2023-01-23,6,20.21
85,410,10,Table,Isabelfurt,2021-05-24,3,12.11
87,788,1,Salad,Caitlinberg,2016-09-12,8,51.52835481428972
8,88,8,Gloves,Dakotaburgh,2024-11-17,8,41.11
52,229,10,Pants,Aaronland,2023-03-24,0,34.84
15,277,2,Shirt,East Timothyfort,2002-05-24,0,16.33
22,181,3,Shoes,West Anthonychester,2003-12-29,10,14.75
64,663,10,Sausages,Port Judy,2013-09-14,2,56.28
20,510,2,Keyboard,South Johnberg,2026-06-25,5,70.49
36,114,5,Towels,Aprilfurt,2009-08-27,10,72.15
20,607,5,Towels,Hartmanstad,2014-01-19,3,59.4
0,805,3,Chicken,Port Russell,2009-03-23,8,30.23
53,810,2,Mouse,West Christopher,2024-01-13,8,72.96
20,544,1,Computer,Jillland,2000-06-24,4,53.21
65,94,6,Salad,South William,2011-10-17,4,56.46
99,682,3,Fish,South Steven,2001-05-30,2,40.13
34,840,8,Gloves,Port Taylor,2002-10-03,6,31.0
16,458,3,Pants,Port Antonio,2018-11-02,2,39.65
33,812,6,Car,Lake Lisa,2023-02-14,4,68.68
39,247,9,Computer,Crawfordland,2026-08-10,2,63.22
95,981,2,Hat,Leviport,2018-08-11,10,38.39
25,217,7,Pants,Whitemouth,2005-11-26,8,70.8
77,793,1,Salad,East Gary,2021-09-21,3,68.59
96,253,5,Chips,West Joseph,2003-09-27,2,31.27
15,84,10,Bacon,Brianton,2009-09-06,10,42.96
78,467,8,Chair,North Jenniferhaven,2018-05-20,5,56.4
93,97,2,Computer,Paulfurt,2018-07-29,8,52.56
5,876,9,Car,West Rachel,2017-03-05,3,54.39
8,83,4,Mouse,East Richardmouth,2011-01-11,9,17.32
33,786,5,Shirt,Lake Mario,2002-10-03,9,46.28
99,746,6,Gloves,West Jeffreybury,2014-05-24,0,46.75
7,690,9,Soap,Lake Erin,2018-07-16,3,58.9
9,260,4,Bacon,Matthewburgh,2014-10-17,6,64.82
57,743,6,Pizza,New Jenniferborough,2013-02-07,7,68.22
68,586,6,Chips,New Joshua,2005-03-22,4,38.69
6,825,2,Tuna,West Alexanderton,2007-12-18,7,39.29
85,410,1,Salad,Port James,2001-11-19,0,62.54
31,375,1,Bike,South Micheal,2014-12-29,10,40.5
65,277,10,Shoes,Simmonsshire,2021-08-16,8,57.85
95,561,3,Tuna,Greenfort,2015-12-20,6,27.6
15,311,7,Pants,Greenport,2019-02-26,3,38.8
47,853,7,Mouse,Paulmouth,2022-12-07,7,48.1
87,361,9,Bike,North Alexis,2013-03-11,5,22.5
58,871,8,Soap,West Amyland,2011-12-04,7,49.7
50,180,10,Soap,East Markborough,2017-03-09,6,64.2
99,534,8,Gloves,South Richardmouth,2009-07-04,3,66.9
56,154,9,Hat,Port Shawnland,2013-01-05,4,18.2
72,661,8,Computer,West Colinburgh,2008-08-12,6,17.3
16,372,4,Car,Kimberlyfort,2004-10-10,9,52.39
61,646,3,Fish,Lake Josephhaven,2023-02-24,0,60.69
4,111,3,Bacon,Patriciachester,2022-12-06,1,71.86
20,708,8,Soap,Lake Jamesbury,2002-09-28,1,37.7
63,775,5,Chicken,North Cathy,2016-10-30,0,30.95
25,853,2,Computer,Flynnville,2002-12-07,3,31.64
45,471,8,Shoes,New Darryl,2016-03-01,10,38.37
83,617,6,Keyboard,North Michaelchester,2019-05-22,4,15.73
93,911,5,Computer,Marymouth,2007-09-03,8,45.88
72,816,2,Table,Taylorland,2000-11-16,0,28.41
18,547,7,Chips,Christopherfurt,2015-01-13,9,35.5
20,555,10,Computer,New Jacobbury,2019-06-09,2,15.99
96,255,3,Gloves,East Katie,2018-01-09,4,30.21
54,82,4,Ball,North Charles,2025-10-22,5,69.61
87,302,6,Pizza,Maynardchester,2014-01-20,7,11.033021427007307
27,482,2,Shirt,East Brianna,2019-11-29,3,18.55
82,889,1,Chips,Rodriguezborough,2006-05-25,7,30.22
37,50,2,Keyboard,West Scottchester,2024-12-26,5,41.22
79,450,4,Keyboard,West Donna,2012-11-10,0,32.38
14,133,4,Pizza,Port Susanshire,2000-06-21,8,18.51
61,400,6,Table,South John,2001-05-01,7,20.49
7,947,5,Cheese,Cuevasville,2006-12-01,8,13.41
25,356,8,Gloves,Greenhaven,2023-03-27,8,28.58
77,986,7,Sausages,Port David,2006-04-20,6,27.48
40,541,9,Table,Rosstown,2026-07-25,3,33.6
18,887,6,Fish,Katherinehaven,2000-02-06,8,32.63
98,668,3,Computer,New Ashley,2003-07-11,5,48.9
22,238,3,Salad,West Brittanyville,2015-06-29,8,14.21
39,634,1,Salad,Lewisfort,2015-06-23,10,73.56
89,659,3,Mouse,East Davidville,2019-03-18,8,37.93
13,65,7,Soap,Lake Erinfurt,2001-06-29,8,61.52
86,320,4,Table,Emilyburgh,2019-09-10,7,55.88
38,574,3,Soap,Brandonmouth,2012-02-12,5,55.76
74,395,9,Soap,Carterbury,2009-11-22,1,50.46
7,472,4,Shirt,Camacholand,2018-06-24,4,39.31
70,698,7,Salad,West Samantha,2009-10-13,10,63.15
59,627,8,Pants,Cannonburgh,2009-07-18,7,59.11
70,198,2,Bacon,North Amy,2011-04-03,5,44.1
8,736,1,Chicken,Joneshaven,2021-05-27,10,19.57
5,570,1,Chips,West Robertstad,2008-02-04,2,49.78
48,834,3,Pizza,West Gabrielafurt,2011-06-06,8,48.26
72,627,2,Chair,Andreafurt,2007-03-13,6,14.12
39,793,2,Salad,New Margaret,2011-10-25,2,59.77
93,902,1,Shoes,Hudsonfurt,2024-02-14,2,63.1
95,844,9,Shirt,South Michaelbury,2019-08-06,7,55.41
72,764,5,Bacon,New Melinda,2014-06-08,0,67.42
28,779,6,Fish,Hayesland,2002-07-31,7,52.83
2,771,3,Gloves,North Sandra,2004-09-23,5,14.41
78,149,4,Chicken,Dixonville,2008-01-16,10,26.7
31,817,2,Shoes,Port Bradleyview,2017-08-26,7,45.18
8,467,9,Gloves,East Melissa,2018-12-25,10,59.83
98,290,10,Keyboard,South Toddfort,2019-10-17,9,17.6
28,365,5,Chicken,North Toddhaven,2014-01-25,4,43.51
100,510,6,Keyboard,North Isaiahborough,2002-07-03,6,24.48
99,528,2,Towels,Benjaminchester,2000-02-21,7,26.51
3,50,5,Chips,Deanville,2009-11-24,8,66.42
20,92,2,Chicken,East Samanthamouth,2020-10-02,7,25.6
16,83,9,Keyboard,Roseview,2003-03-13,6,41.19
26,544,2,Mouse,Booneton,2005-11-27,10,49.99
80,588,6,Chips,Roachfort,2009-07-24,1,66.13
95,160,7,Bacon,West Moniqueview,2003-12-22,0,30.94
87,461,10,Pants,East Emma,2011-11-24,5,33.62
71,424,1,Gloves,Stacybury,2024-09-22,3,52.96
83,815,6,Chicken,Lake Teresahaven,2000-06-06,3,42.44
98,92,7,Sausages,Brittanychester,2018-11-22,3,36.87
19,666,9,Ball,North Joy,2002-07-04,2,36.8
17,744,9,Shoes,Robertberg,2013-11-07,10,19.7
2,757,6,Soap,West Nicholas,2009-05-07,10,51.16
48,259,10,Hat,Mooremouth,2005-01-27,3,32.6
33,507,3,Chair,Gonzalezstad,2023-12-25,10,57.16
71,818,3,Pizza,Powellberg,2025-01-29,2,44.23
0,588,5,Gloves,Jessicabury,2005-11-08,5,26.25
65,707,10,Bike,New Sarah,2000-01-22,6,56.45
72,222,9,Computer,Amandachester,2018-07-17,5,16.34
20,808,1,Gloves,Zacharystad,2022-10-13,0,49.14
95,571,5,Chips,Sullivanport,2000-07-14,6,71.96
72,721,5,Pants,South Erichaven,2008-04-01,5,18.69
78,900,9,Sausages,Wheelerstad,2013-05-04,0,40.69
0,739,10,Gloves,Williamsmouth,2007-01-02,7,41.19
58,710,5,Table,New Robert,2004-10-19,7,29.13
14,731,2,Chicken,Port Julie,2001-10-11,1,40.42
11,816,10,Ball,Lake Ashley,2005-04-15,7,69.66
20,817,3,Car,Willieville,2000-08-11,6,61.013477411865
3,678,5,Chicken,Lake Devin,2012-03-07,8,39.2
41,773,10,Pizza,South Coreyland,2022-01-21,3,28.46
71,98,10,Salad,Kingburgh,2007-07-02,7,55.1
83,548,10,Tuna,Mcgrathfort,2024-04-13,10,19.6
33,687,5,Tuna,Herreraport,2026-08-10,2,29.46
52,98,7,Fish,Cynthiashire,2004-10-14,7,45.87
21,634,7,Sausages,North April,2008-04-29,1,26.55
54,714,7,Pizza,South Chad,2004-06-17,7,35.18
88,521,8,Shirt,East Bradley,2023-07-25,6,74.6
85,428,10,Sausages,Sullivanbury,2017-07-08,5,20.62
70,828,8,Chicken,Lake Mary,2005-07-29,1,25.63
73,167,3,Soap,West Anthony,2020-02-06,8,22.81
71,174,4,Bacon,Sharonville,2005-12-03,4,70.21
71,174,3,Mouse,Lynnborough,2007-11-01,4,40.48
5,121,1,Shoes,Rickyside,2010-12-05,6,13.65
29,963,6,Towels,Danielview,2005-04-13,1,39.92
37,971,9,Shirt,Port Laurenfurt,2025-06-05,1,24.94
37,181,5,Bacon,Port Alisha,2011-08-24,2,27.47
33,235,5,Salad,South Michellechester,2016-04-22,1,64.8
67,192,1,Bacon,Garciaberg,2007-04-21,3,23.13
95,454,8,Chips,Oconnelltown,2014-10-30,0,11.3
27,789,6,Towels,North Melvin,2018-09-18,6,28.79
99,254,6,Soap,West Gwendolynfort,2011-05-08,10,34.86
13,488,10,Chips,New Davidberg,2007-09-11,2,16.65
100,350,7,Mouse,Kristinaburgh,2016-09-08,7,31.17
52,437,7,Ball,Danielberg,2001-01-05,10,42.63
4,152,9,Keyboard,Walshshire,2003-08-08,3,23.39
20,71,2,Pants,New Brandyview,2012-10-05,9,68.75
